Dropout (1=Yes 0=No),Study Mode,Entry Year,Displaced Student,Overall Pass Rate (%),Pass Rate Semester A (%),Pass Rate Semester B (%),Pass Rate Last Year (%),Credits Enrolled Total,Credits Passed Total,Credits Passed Normal,Credits Passed Sem A,Credits Passed Sem B,Credits Pending Grade,Lowest Year of Study,Highest Year of Study,Platform Days Logged (Total),Platform Events (Total),Platform Minutes (Total),Platform Visits (Total),Campus WiFi Days (Total),Resource Access Days (Total),Performance Bucket,Engagement Level,Credits Enrolled Band
0,1,2019,1,100,100,100,90.90909091,42,42,54.5,28.5,13.5,0,3,4,77,808,7927.379117,177,9,23,3,3,1
0,1,2021,1,100,100,100,100,55.5,55.5,55.5,25.5,30,0,2,2,51,244,3928.626133,89,145,33,3,2,1
0,1,,1,0,,0,100,12,0,0,0,0,0,2,2,,,,,,,0,,0
0,1,2020,1,100,100,100,100,60,60,68,30,30,0,3,3,32,211,2539.457067,55,115,29,3,2,1
0,1,2019,1,100,100,100,90,66,66,66,30,36,0,2,3,64,341,4261.797667,96,130,39,3,3,2
0,1,,1,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2019,1,100,100,100,100,66,66,66,36,30,0,3,4,59,481,6068.3559,130,63,48,3,2,2
0,1,,1,100,,100,100,10,10,10,0,0,0,2,2,,,,,,,3,,0
0,1,2019,1,100,100,100,90,52.5,52.5,66,36,16.5,0,3,4,30,311,2581.2369,59,81,23,3,2,1
0,1,2020,1,92.68,100,88.46,75,61.5,57,57,22.5,25.5,0,2,3,44,260,4500.65675,84,116,34,3,2,2
0,1,2019,0,81.25,83.33,78.57,67.44186047,48,39,39,22.5,16.5,0,2,4,19,148,1089.496017,23,47,17,3,1,1
0,1,2021,1,100,100,100,67.5,64.5,64.5,64.5,25.5,21,0,1,2,50,499,1792.9256,71,61,44,3,2,2
0,1,2020,1,75,70,80,85.18518519,60,45,45,21,24,0,2,3,,,,,129,,2,,1
0,1,2021,1,100,100,100,100,60,60,60,18,24,0,2,2,42,190,2749.133683,60,131,33,3,2,1
0,1,2022,0,70,40,100,,60,42,42,12,30,0,1,1,71,1015,5522.482733,129,127,56,2,3,1
0,1,2022,0,100,100,100,,60,60,61,30,30,0,1,1,72,398,5667.17395,142,138,49,3,3,1
0,1,2018,1,100,,100,84.90566038,12,12,12,0,12,0,4,4,,,,,8,,3,,0
0,1,2019,1,100,100,100,100,60,60,60,30,30,0,4,4,72,513,5330.767217,153,114,41,3,3,1
0,1,2022,0,100,100,100,,60,60,60,9,12,0,1,1,53,418,3467.224833,88,153,45,3,2,1
0,1,2022,1,100,100,100,,60,60,60,22.5,19.5,0,1,1,14,58,1056.3526,22,49,11,3,1,1
0,1,2021,0,82.22,60,100,73.68421053,67.5,55.5,55.5,18,37.5,0,2,3,27,148,1872.19095,43,55,24,3,2,2
0,1,,0,92.5,83.33,100,,60,55.5,55.5,22.5,33,0,1,1,,,,,128,,3,,1
0,1,2022,1,100,100,100,,60,60,60,30,30,0,1,1,58,354,7081.8504,123,127,40,3,2,1
0,1,2021,0,93.02,78.57,100,100,64.5,60,60,16.5,10.5,0,2,2,29,158,1599.482683,38,115,17,3,2,2
0,1,2022,1,100,100,100,,60,60,61.07,30,30,0,1,1,79,852,8951.3355,155,119,57,3,3,1
0,1,2021,0,100,100,100,100,60,60,60,6,9,0,2,2,25,92,1105.836817,26,,19,3,2,1
0,1,,1,100,100,100,,60,60,60,30,30,0,1,1,,,,,35,,3,,1
0,1,2018,1,100,100,100,88.46153846,27,27,27,15,12,0,4,4,53,280,5465.1829,117,46,39,3,2,0
0,1,2020,0,100,100,100,100,63,63,63,33,30,0,3,4,33,385,1916.963933,47,115,29,3,2,2
0,1,,0,75,100,40,,60,45,45,35,10,0,1,1,,,,,78,,2,,1
0,1,2020,1,100,100,100,90.90909091,60,60,60,30,30,0,3,3,28,205,1488.086617,46,69,21,3,2,1
0,1,,1,77.5,100,50,100,60,46.5,60,33,0,0,2,2,,,,,6,,2,,1
1,1,2022,1,100,100,100,,60,60,60,21,21,0,1,1,38,260,1754.880017,70,57,27,3,2,1
0,1,2018,0,42.45,71.43,13.04,6.329113924,69.5,29.5,29.5,25,4.5,0,3,4,,,,,,,1,,2
0,1,,0,100,,100,100,15,15,15,0,0,0,2,2,,,,,3,,3,,0
0,1,,1,33.33,50,0,66.66666667,30,10,10,10,0,0,1,1,,,,,7,,0,,0
0,1,,0,100,100,100,,60,60,60,33,27,0,1,1,,,,,148,,3,,1
0,1,2020,1,78.57,73.91,84.21,69.56521739,63,49.5,49.5,25.5,24,0,2,3,12,24,633.4098333,13,129,1,2,1,2
0,1,2021,0,100,100,100,100,61.5,61.5,79.5,40.5,21,0,3,4,26,217,1823.707133,36,98,7,3,2,2
0,1,2018,1,24.39,19.05,30,7.5,61.5,15,15,6,9,0,2,3,,,,,,,0,,2
0,1,2022,1,40,40,40,,60,24,24,12,12,0,1,1,48,407,3944.389667,77,127,38,0,2,1
1,1,2018,1,10,16.67,0,41.66666667,60,6,6,6,0,0,1,3,1,1,49.55016667,1,,,0,1,1
0,1,2022,0,100,100,100,,60,60,60,9,12,0,1,1,96,409,7117.8249,165,10,56,3,3,1
0,1,,1,100,100,100,100,45,45,45,30,0,0,2,2,,,,,49,,3,,1
0,1,,1,0,0,0,50,24,0,0,0,0,0,1,4,4,17,108.4400167,5,4,3,0,1,0
0,1,2018,1,100,100,100,88.88888889,34.5,34.5,34.5,18,16.5,0,4,4,6,17,238.1828333,10,89,14,3,1,1
0,1,,0,100,100,100,,60,60,60,27,33,0,1,1,,,,,72,,3,,1
0,1,2018,1,89.19,100,85.71,93.47826087,55.5,49.5,49.5,13.5,4.5,0,4,5,21,127,1758.963217,34,117,17,3,2,1
0,1,2019,1,70,100,40,100,60,42,60,30,12,0,4,4,1,1,45.43231667,1,,,2,1,1
0,1,,0,100,100,100,100,24,24,24,12,0,0,2,2,,,,,17,,3,,0
0,1,2022,0,100,100,100,,60,60,60,9,6,0,1,1,56,289,2908.771083,72,,20,3,2,1
0,1,2021,1,54.55,100,39.39,50,66,36,36,16.5,10.5,0,1,2,65,773,4829.953267,129,167,55,1,3,2
0,1,2019,1,67.27,100,14.29,83.33333333,82.5,55.5,55.5,51,4.5,0,3,4,12,101,751.0700167,24,69,9,2,1,2
0,1,2021,0,100,100,100,100,60,60,60,16.5,10.5,0,2,2,47,620,4360.90545,77,130,28,3,2,1
0,1,2019,0,76.32,50,81.25,73.91304348,57,43.5,43.5,4.5,6,0,3,4,42,675,3267.42595,73,95,25,2,2,1
0,1,2018,0,100,100,100,100,60,60,60,13.5,15,0,5,5,52,164,2805.434117,64,139,44,3,2,1
0,1,2020,0,100,100,100,100,60,60,60,33,27,0,3,3,48,1672,3738.749833,87,95,43,3,2,1
0,1,,0,0,,0,100,12,0,0,0,0,0,1,1,,,,,1,,0,,0
0,1,2021,1,100,100,100,55,40.5,40.5,42.83,22.5,18,0,1,2,30,170,1835.131517,45,158,22,3,2,1
0,1,,0,100,100,100,,60,60,60,24,36,0,1,1,,,,,11,,3,,1
1,1,2019,1,100,100,100,85,69,69,69,13.5,13.5,0,3,5,,,,,2,,3,,2
0,1,2022,1,0,0,0,,60,0,0,0,0,0,1,1,21,150,1341.109617,37,20,10,0,2,1
0,1,2020,0,86.05,100,73.91,92.68292683,64.5,55.5,55.5,30,25.5,0,2,3,31,134,2402.04965,47,97,22,3,2,2
0,1,2019,1,65.91,66.67,65,58.13953488,66,43.5,61.5,24,19.5,0,2,4,12,53,934.0809833,19,17,8,2,1,2
0,1,2021,0,75,100,65.52,100,60,45,45,16.5,4.5,0,2,2,23,122,1603.55285,37,174,16,2,2,1
0,1,2022,1,70,60,80,,60,42,42,18,24,0,1,1,58,346,4554.3554,114,146,32,2,2,1
0,1,,1,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2022,1,90,73.33,100,,60,54,54,16.5,19.5,0,1,1,50,448,4133.952267,81,144,28,3,2,1
0,1,2021,0,100,100,100,74.07407407,64.5,64.5,64.5,33,31.5,0,2,3,27,391,2012.785233,43,,21,3,2,2
0,1,2014,1,0,,0,0,43.5,0,0,0,0,0,4,5,19,63,97.55711667,6,38,18,0,1,1
0,1,,1,100,,100,0,12,12,12,0,0,0,2,2,,,,,,,3,,0
0,1,2020,1,75,78.95,71.43,100,60,45,45,22.5,22.5,0,3,3,41,712,3897.627117,91,98,28,2,2,1
0,1,,1,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2019,0,86.96,66.67,100,100,69,60,60,18,33,0,4,4,17,75,1071.98965,28,8,14,3,1,2
0,1,2021,0,86.96,86.96,86.96,100,69,60,60,30,30,0,2,4,,,,,132,,3,,2
0,1,2007,1,,,,100,6.5,6.5,6.5,0,6.5,0,3,3,,,,,,,,,0
0,1,2021,0,100,100,100,100,60,60,60,30,30,0,2,2,43,183,3046.2438,70,156,32,3,2,1
0,1,2020,1,84.09,88,78.95,67.5,66,55.5,55.5,33,13.5,0,2,3,55,521,3878.404933,103,125,27,3,2,2
0,1,2020,1,100,100,100,100,60,60,60,30,30,0,3,3,30,215,1951.472133,39,53,24,3,2,1
0,1,2017,1,77.14,100,0,100,52.5,40.5,40.5,40.5,0,0,3,4,,,,,73,,2,,1
0,1,2021,1,100,100,100,100,60,60,60,21,21,0,2,2,51,269,2858.014833,76,108,23,3,2,1
0,1,2021,0,25,100,0,11.11111111,48,12,12,12,0,0,1,1,15,161,869.3950833,25,18,9,0,1,1
0,1,2021,1,100,100,100,75,70.5,70.5,70.5,40.5,30,0,1,2,2,7,182.3054833,4,165,38,3,1,2
0,1,2022,0,100,100,100,,60,60,60,30,30,0,1,1,37,150,2567.83075,53,68,16,3,2,1
0,1,,0,100,100,100,,60,60,75,30,30,0,1,1,,,,,126,,3,,1
0,1,2019,0,100,100,100,100,60,60,60,21,30,0,3,4,12,57,720.0453,16,15,7,3,1,1
0,1,2019,1,75.68,100,47.06,100,55.5,42,55.5,30,12,0,4,4,41,427,2807.768433,68,103,29,2,2,1
0,1,2019,0,100,100,100,67.74193548,58.5,58.5,58.5,27,31.5,0,2,3,76,461,6308.023583,153,136,58,3,3,1
0,1,2022,0,100,100,100,,60,60,60,9,12,0,1,1,,,,,165,,3,,1
0,1,2021,1,100,100,100,100,60,60,60,28.5,31.5,0,2,2,11,41,561.8128167,16,98,7,3,1,1
0,1,2018,0,100,100,100,100,60,60,60,9,9,0,4,4,4,10,15.40305,4,144,1,3,1,1
0,1,2020,0,70,100,62.5,100,60,42,42,12,6,0,2,3,41,172,1651.225717,39,134,30,2,2,1
0,1,,1,0,,0,100,9,0,0,0,0,0,1,1,1,6,53.27558333,1,,,0,1,0
0,1,2022,1,100,100,100,,60,60,60,9,6,0,1,1,,,,,,,3,,1
0,1,2019,1,62.07,66.67,57.14,47.5,43.5,27,27,15,12,0,2,3,28,217,2638.288233,58,8,20,2,2,1
0,1,2018,0,100,,100,100,15,15,15,0,9,0,4,4,6,14,273.39905,8,3,12,3,1,0
0,1,,0,100,100,100,,60,60,60,30,30,0,1,1,,,,,,,3,,1
0,1,2021,0,90.24,100,87.88,100,61.5,55.5,55.5,12,19.5,0,2,2,91,688,6913.241233,167,70,77,3,3,2
1,1,2019,1,100,100,100,100,60,60,60,12,6,0,3,3,26,189,1639.944817,38,54,24,3,2,1
0,1,2018,1,100,,100,81.81818182,12,12,12,0,12,0,4,4,1,1,45.22421667,1,,,3,1,0
0,1,,1,100,100,100,,60,60,60,30,30,0,1,1,,,,,135,,3,,1
0,1,2018,1,100,100,100,69.56521739,46.5,46.5,46.5,25.5,21,0,3,4,31,172,2329.89815,58,33,19,3,2,1
0,1,2021,1,100,100,100,100,60,60,60.03,30,30,0,2,2,45,332,2551.027133,69,109,25,3,2,1
0,1,2022,0,100,100,100,,60,60,60,33,27,0,3,3,44,1246,3720.081367,80,138,35,3,2,1
0,1,2018,1,54.55,100,0,89.18918919,49.5,27,45,27,0,0,3,4,23,87,1114.077,28,66,16,1,2,1
0,1,2022,0,100,100,100,,60,60,60,12,12,0,1,1,47,315,2603.076917,61,,36,3,2,1
0,1,2020,0,100,100,100,100,69,69,69,30,39,0,3,3,40,523,2796.349283,67,,21,3,2,2
0,1,2020,1,100,100,100,100,60,60,63.92,33,27,0,3,3,82,717,8999.856117,250,124,70,3,3,1
0,1,,1,,,,0,54,0,0,0,0,0,1,1,,,,,,,,,1
0,1,,0,,,,100,12,12,12,0,0,0,2,2,,,,,,,,,0
0,1,2021,1,100,100,100,100,60,60,60,6,9,0,2,2,15,115,868.3927667,18,114,10,3,1,1
0,1,2022,1,70,100,40,,60,42,42,30,12,0,1,1,54,950,5831.6077,135,106,34,2,2,1
1,1,2022,0,100,100,100,,60,60,60,21,21,0,1,1,40,179,2671.87385,58,126,28,3,2,1
0,1,2019,1,100,100,100,100,46.5,46.5,64.5,25.5,21,0,3,4,40,385,3256.72485,65,34,26,3,2,1
0,1,,1,100,100,100,,60,60,60,30,30,0,1,1,,,,,125,,3,,1
0,1,2014,0,0,0,0,0,24,0,0,0,0,0,5,5,1,1,,,2,1,0,1,0
0,1,2018,0,0,0,0,53.65853659,61.5,0,0,0,0,0,2,4,8,80,472.5053,13,6,6,0,1,2
0,1,2019,1,100,100,100,100,43.5,43.5,48,31.5,12,0,4,4,50,437,5432.240733,101,42,40,3,2,1
0,1,2019,1,100,100,100,100,60,60,60,30,30,0,3,4,14,57,743.9224,22,22,10,3,1,1
0,1,2020,1,100,100,100,100,60,60,60,28.5,31.5,0,3,3,23,154,1630.345567,39,155,20,3,2,1
0,1,,0,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2020,0,100,100,100,100,60,60,60,28.5,31.5,0,3,3,78,1150,7021.548467,168,96,54,3,3,1
0,1,2021,0,72.73,71.43,73.91,90,66,48,48,22.5,25.5,0,1,2,21,94,2461.484933,39,149,13,2,2,2
0,1,2020,0,80,76.47,82.61,100,60,48,48,19.5,19.5,0,2,2,,,,,129,,2,,1
0,1,2020,1,100,100,100,100,60,60,60,27,24,0,3,3,19,96,1260.1316,29,46,15,3,1,1
0,1,2022,1,100,100,100,,60,60,61.07,30,30,0,1,1,89,734,10118.42772,241,144,65,3,3,1
0,1,2022,1,45,75,32.14,,60,27,27,13.5,4.5,0,1,1,23,78,1597.569783,36,24,13,1,2,1
1,1,2022,1,0,0,0,,60,0,0,0,0,0,1,1,24,241,1434.075167,40,108,12,0,2,1
0,0,2017,1,100,,100,70,18,18,18,0,18,0,3,3,49,785,3936.831267,89,57,34,3,2,0
0,1,2020,1,56.6,76,39.29,90.24390244,79.5,45,45,28.5,16.5,0,2,3,,,,,134,,1,,2
0,1,2022,0,100,100,100,,60,60,60,9,12,0,1,1,85,325,5013.8518,139,32,56,3,3,1
0,1,2022,0,100,100,100,,60,60,60,18,15,0,1,1,15,61,980.4459667,28,125,8,3,1,1
1,1,2022,0,15,100,0,,60,9,9,9,0,0,1,1,7,84,393.9441667,10,,5,0,1,1
0,1,2021,1,100,100,100,85.71428571,49.5,49.5,49.5,19.5,21,0,1,2,19,71,1462.867467,30,110,17,3,1,1
0,1,2022,1,67.5,77.78,59.09,,60,40.5,40.5,21,10.5,0,1,1,24,129,1252.420417,36,1,15,2,2,1
1,1,,0,0,,0,66.66666667,15,0,0,0,0,0,1,1,,,,,194,,0,,0
0,1,2020,0,100,100,100,100,61.5,61.5,61.5,28.5,33,0,3,3,25,142,1410.4403,36,98,20,3,2,2
0,1,2020,0,86.79,46.15,100,43.90243902,79.5,69,69,9,24,0,1,3,16,221,1169.568333,29,104,12,3,1,2
0,1,,0,100,100,100,,60,60,60,30,30,0,1,1,,,,,122,,3,,1
0,1,2016,1,100,,100,77.41935484,9,9,9,0,0,0,4,4,1,5,45.25531667,1,,,3,1,0
0,1,2019,0,89.09,88,90,77.5,82.5,73.5,73.5,33,28.5,0,2,4,63,1037,2263.631517,170,75,46,3,3,2
0,1,2021,1,100,100,100,100,60,60,60,30,30,0,2,2,40,348,3556.142783,89,132,28,3,2,1
0,1,,1,100,100,100,,60,60,60,24,36,0,1,1,,,,,117,,3,,1
0,1,2019,1,7.69,16.67,0,76.92307692,58.5,4.5,4.5,4.5,0,0,2,3,,,,,97,,0,,1
0,1,2020,1,86.96,100,77.78,100,69,60,60,28.5,31.5,0,3,4,9,67,610.8353167,14,,9,3,1,2
0,1,2021,0,100,100,100,100,63,63,73.5,24,12,0,3,4,,,,,160,,3,,2
0,0,,1,65,100,30,100,60,39,39,30,9,0,2,2,,,,,83,,2,,1
0,1,2021,1,100,100,100,100,60,60,60,30,30,0,2,2,45,840,3475.489217,86,140,29,3,2,1
0,1,2019,1,0,0,0,15.38461538,60,0,0,0,0,0,2,3,16,118,918.2149333,17,72,10,0,1,1
0,1,,0,0,0,0,100,60,0,0,0,0,0,1,1,2,11,202.7893333,3,18,2,0,1,1
0,1,2014,1,100,,100,100,12,12,12,0,0,0,4,4,2,14,93.33901667,2,56,,3,1,0
0,1,,0,,,,30,42,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2019,0,85,76.92,100,93.02325581,60,51,60.65,30,12,0,4,4,13,84,650.70575,15,131,6,3,1,1
0,1,2019,0,71.43,63.64,76.47,100,84,60,60,21,30,0,4,4,1,1,45.09188333,1,20,,2,1,2
0,1,2020,1,100,100,100,61.53846154,63,63,64.16,28.5,34.5,0,2,3,46,203,1171.1044,61,,36,3,2,2
0,1,2020,1,100,100,100,100,60,60,66,33,27,0,3,3,25,619,2346.0833,56,118,20,3,2,1
0,1,2020,0,100,100,100,100,60,60,60,30,30,0,3,4,15,54,702.3981,16,156,12,3,1,1
0,1,2021,1,100,100,100,100,60,60,60,28.5,31.5,0,2,2,65,932,5070.577617,116,116,38,3,3,1
0,1,2021,1,80.49,55.56,100,80,61.5,49.5,49.5,15,25.5,0,1,3,27,1086,2403.911783,56,147,25,3,2,2
0,1,2018,1,100,100,100,51.35135135,22.5,22.5,22.5,10.5,12,0,4,4,1,5,45.3696,1,22,43,3,1,0
0,1,2022,1,45,60,30,,60,27,27,18,9,0,1,1,24,259,2609.63965,47,136,15,1,2,1
0,1,2021,0,100,100,100,100,60,60,69,28.5,31.5,0,2,2,82,686,8457.17605,219,122,45,3,3,1
0,1,,1,,,,15,42,0,0,0,0,0,1,2,7,16,240.40655,5,,4,,1,1
0,1,2018,1,90,100,87.1,100,60,54,54,13.5,9,0,5,5,14,123,1048.7586,24,91,13,3,1,1
0,1,2019,1,100,100,100,100,46.5,46.5,64.5,30,16.5,0,4,4,46,,3515.4267,74,70,37,3,2,1
1,1,2022,1,20,100,0,,60,12,12,12,0,0,1,1,72,959,4539.507617,109,,27,0,3,1
0,1,,1,100,100,100,100,45,45,45,30,0,0,2,2,,,,,5,,3,,1
0,1,2021,0,100,100,100,100,60,60,60,33,27,0,2,2,48,321,2528.239617,61,128,26,3,2,1
0,1,2020,1,100,100,100,82.5,60,60,60,28.5,31.5,0,2,3,,,,,116,,3,,1
1,0,2022,1,62.5,50,75,,48,30,30,12,18,0,1,1,35,389,2244.399117,55,38,22,2,2,1
0,1,2022,1,70,80,60,,60,42,43.33,24,18,0,1,1,35,262,2263.959883,57,32,19,2,2,1
0,1,2018,0,82.61,73.33,100,100,34.5,28.5,28.5,16.5,12,0,3,4,54,405,4904.5319,102,175,42,3,2,1
0,0,,1,41.67,57.14,20,,60,25,25,20,5,0,1,1,,,,,111,,1,,1
0,1,,1,0,0,0,,60,0,0,0,0,0,1,1,,,,,,,0,,1
0,1,2021,1,100,100,100,80,72,72,72,16.5,10.5,0,1,2,27,266,1741.870133,37,80,25,3,2,2
0,1,,0,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2021,1,100,,100,100,12,12,12,0,12,0,4,4,2,7,145.6735667,3,,,3,1,0
0,1,2018,0,44.74,70,16.67,60.60606061,57,25.5,25.5,21,4.5,0,3,4,53,641,6425.816267,105,5,43,1,2,1
0,1,2017,1,90,100,84.21,100,45,40.5,40.5,16.5,24,0,2,4,42,522,3672.801433,89,115,33,3,2,1
0,1,,1,100,100,100,,53,53,60,27.5,25.5,0,1,1,,,,,98,,3,,1
0,1,2021,1,100,100,100,90.90909091,60,60,60,30,30,0,2,2,53,701,3743.735733,87,137,34,3,2,1
1,1,,0,0,,0,0,13.5,0,0,0,0,0,2,2,,,,,,,0,,0
0,1,,0,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2020,1,100,100,100,93.02325581,60,60,60.5,30,30,0,3,3,32,395,2125.950517,52,40,25,3,2,1
0,1,2022,1,50,100,37.5,,60,30,30,12,6,0,1,1,1,6,45.92755,1,,2,1,1,1
0,1,2018,1,40,58.82,0,76.74418605,37.5,15,15,15,0,0,4,4,44,346,4009.463233,89,54,28,0,2,1
0,1,2020,1,85,70,100,80,60,51,51,21,30,0,2,3,57,468,5991.20485,166,61,37,3,2,1
0,1,,0,51.16,100,0,100,64.5,33,46.5,33,0,0,2,2,,,,,80,,1,,2
0,1,2020,0,83.33,100,75.76,100,72,60,60,22.5,33,0,3,4,18,69,812.4821167,21,,14,3,1,2
0,0,2013,1,0,0,0,100,39,0,0,0,0,0,3,4,,,,,,,0,,1
0,1,2016,1,85,100,83.78,62.5,60,51,51,4.5,4.5,0,3,5,39,196,2373.8584,56,125,35,3,2,1
0,1,2022,1,100,100,100,,60,60,61,30,30,0,1,1,66,302,4795.764433,111,146,34,3,3,1
0,1,,0,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2019,0,100,100,100,100,51,51,53,34.5,16.5,0,3,4,94,693,10230.87947,263,106,63,3,3,1
0,1,,0,100,100,100,92.5,52.5,52.5,52.5,25.5,27,0,1,2,,,,,1,,3,,1
0,1,2022,1,100,100,100,,60,60,60,15,27,0,1,2,97,457,6623.301133,201,128,28,3,3,1
0,1,2022,0,100,100,100,,60,60,60,30,30,0,1,1,48,298,3674.299533,81,106,32,3,2,1
0,1,,0,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
0,1,2015,0,100,100,100,100,58.5,58.5,58.5,6,10.5,0,3,4,73,263,2388.082183,65,147,49,3,3,1
0,1,2019,0,100,100,100,65,60,60,60,18,0,0,2,4,17,101,615.1884333,17,45,14,3,1,1
0,1,2019,1,77.5,100,55,100,60,46.5,60,30,16.5,0,4,4,46,447,3786.3355,92,64,40,2,2,1
0,1,2022,0,100,100,100,,60,60,60,18,15,0,1,1,37,159,3266.0573,67,151,19,3,2,1
0,1,2021,1,100,100,100,100,60,60,60,30,30,0,2,2,43,169,2310.2886,77,126,25,3,2,1
0,1,2022,1,100,100,100,,60,60,62.07,30,30,0,1,1,70,506,7440.956233,141,155,51,3,3,1
1,1,2017,0,0,,0,100,9,0,0,0,0,0,4,4,,,,,,,0,,0
0,1,,1,60,100,0,100,30,18,18,18,0,0,2,2,,,,,60,,1,,0
0,1,2021,1,83.33,86.96,78.95,85,63,52.5,52.5,30,22.5,0,1,2,,,,,100,,3,,2
0,1,2021,1,100,100,100,100,60,60,60,30,30,0,2,2,33,85,1635.849417,43,149,11,3,2,1
1,1,2020,0,27.27,30.77,22.22,90.90909091,66,18,18,12,6,0,1,3,,,,,28,,0,,2
0,1,2018,1,69.05,46.15,79.31,36.58536585,63,43.5,43.5,9,10.5,0,3,5,19,144,939.9277833,21,107,18,2,1,2
0,1,2019,0,89.29,100,72.73,100,42,37.5,59,25.5,12,0,4,4,30,408,2251.904283,53,76,22,3,2,1
0,1,2019,1,70.73,100,40,100,61.5,43.5,60,31.5,12,0,4,4,47,743,4327.89855,93,87,39,2,2,2
0,1,,1,100,,100,0,30,30,30,0,0,0,1,1,,,,,20,,3,,0
0,1,2019,1,82.93,78.95,86.36,78.94736842,61.5,51,51,22.5,28.5,0,2,3,45,353,2700.217333,79,178,31,3,2,2
0,1,2019,0,70.73,100,40,100,61.5,43.5,60,31.5,12,0,4,4,34,357,3184.213917,69,98,30,2,2,2
0,1,2019,1,92.5,100,82.35,100,60,55.5,60,34.5,21,0,4,4,35,262,3391.362,71,196,25,3,2,1
0,1,2019,1,70,100,47.83,100,60,42,60,25.5,16.5,0,4,4,23,318,1941.58745,35,61,13,2,2,1
0,1,,1,100,,100,20,12,12,12,0,0,0,2,2,,,,,3,,3,,0
0,1,2020,1,100,100,100,100,60,60,60,22.5,28.5,0,3,3,21,63,997.8711333,23,104,16,3,2,1
0,1,2022,1,85,100,78.57,,60,51,51,18,15,0,1,1,34,216,2333.418333,63,15,14,3,2,1
0,1,2021,0,100,100,100,100,66,66,66,37.5,28.5,0,2,2,,,,,149,,3,,2
0,1,2020,1,81.58,78.95,84.21,92.5,57,46.5,46.5,22.5,24,0,2,3,31,281,2316.32715,77,13,26,3,2,1
0,1,,0,100,100,100,,60,60,60,32,28,0,1,1,,,,,102,,3,,1
0,1,2022,0,100,100,100,,60,60,60,18,15,0,1,1,28,169,1481.208333,39,112,17,3,2,1
0,1,2019,1,41.67,50,37.5,76.66666667,36,15,15,6,9,0,2,3,65,673,6067.1539,144,121,39,1,3,1
0,1,2019,1,92.31,100,83.33,81.39534884,58.5,54,54,31.5,22.5,0,1,4,92,2104,7936.606583,203,91,47,3,3,1
0,1,2019,1,100,100,100,100,60,60,60,15,36,0,4,4,19,125,1404.714117,27,157,16,3,1,1
0,1,2017,0,44.44,50,40,22.22222222,40.5,18,18,9,9,0,2,4,53,151,3617.0596,89,96,21,1,2,1
0,1,2019,1,100,100,100,100,60,60,60,30,30,0,3,3,55,1119,5546.045767,162,7,40,3,2,1
0,1,2021,1,93.18,100,87.5,100,66,61.5,62.5,30,31.5,0,2,2,9,37,430.41825,12,138,8,3,1,2
0,1,2020,1,100,100,100,100,60,60,60,34.5,25.5,0,3,3,5,25,299.34255,7,35,4,3,1,1
1,1,,1,0,0,0,,66,0,0,0,0,0,1,2,,,,,7,,0,,2
0,1,,1,100,,100,,60,60,60,0,0,0,1,1,,,,,,,3,,1
0,1,2018,0,100,100,100,90,22.5,22.5,22.5,10.5,0,0,3,4,55,383,3940.476233,84,15,40,3,2,0
0,1,2021,0,100,100,100,100,40.5,40.5,40.5,21,19.5,0,2,2,23,161,1762.253917,39,115,13,3,2,1
0,1,,1,,,,76.92307692,12,0,0,0,0,0,1,1,,,,,,,,,0
0,1,2022,1,100,100,100,,60,60,60,30,30,0,1,1,62,299,4611.4296,119,131,44,3,3,1
0,1,2022,1,60,20,100,,60,36,36,6,30,0,1,1,43,580,3896.157683,68,93,23,1,2,1
0,1,2021,1,100,100,100,100,60,60,60,31.5,28.5,0,2,2,16,169,1765.987983,50,163,12,3,1,1
0,1,2013,1,71.43,100,42.86,33.33333333,42,30,30,21,9,0,3,4,4,55,144.4486333,6,16,3,2,1,1
0,0,2017,1,100,100,100,100,31.5,31.5,31.5,9,18,0,3,3,16,82,1141.053583,24,,14,3,1,1
0,1,,0,100,100,100,,60,60,60,30,30,0,1,1,,,,,21,,3,,1
0,1,,1,,,,,60,0,0,0,0,0,1,1,,,,,,,,,1
1,1,2022,0,55,78.57,42.31,,60,33,33,16.5,16.5,0,1,1,34,175,1966.288933,54,101,18,1,2,1
0,1,2018,1,100,,100,85,9,9,9,0,9,0,4,4,1,10,45.29671667,2,4,,3,1,0
0,1,2022,0,67.5,100,38.1,,60,40.5,40.5,28.5,12,0,1,1,56,425,5101.12155,102,192,42,2,2,1
1,1,2021,1,17.39,100,0,77.77777778,34.5,6,6,6,0,0,3,4,18,58,912.7827,23,15,12,0,1,1
0,1,,1,0,,0,0,12,0,0,0,0,0,1,1,1,12,46.10303333,2,4,1,0,1,0
0,1,2022,0,50,100,0,,60,30,30,30,0,0,1,1,21,137,1519.251533,36,25,13,1,2,1
